s,x,y,z,yaw,curvature,left_offset,right_offset,target_velocity,target_acceleration
0.000000000,-665.563452029,135.566143495,4.038740384,0.459548151,0.000395710,1.451494503,1.800000000,0.000000000,0.000000000
0.499999979,-665.115325546,135.787915076,4.044538598,0.459749840,0.000403378,1.451226902,1.800000000,0.894427172,0.800000000
0.999999957,-664.667243802,136.009777035,4.050312338,0.459956078,0.000412477,1.450925922,1.800000000,1.264911037,0.800000001
1.499999935,-664.219207824,136.231731400,4.056082402,0.460162326,0.000412495,1.450589275,1.800000000,1.549193305,0.800000000
1.999999912,-663.771217634,136.453778167,4.061869868,0.460372444,0.000420235,1.450217247,1.800000000,1.788854343,0.800000001
2.499999888,-663.323274110,136.675919059,4.067662604,0.460586852,0.000428817,1.449807835,1.800000000,1.999999955,0.799999998
2.999999864,-662.875378226,136.898155988,4.073428380,0.460803868,0.000434031,1.449359035,1.800000000,2.190890180,0.799999999
3.499999839,-662.427530582,137.120490113,4.079198436,0.461022910,0.000438086,1.448869705,1.800000000,2.366431859,0.800000002
3.999999813,-661.979731650,137.342922329,4.084968936,0.461245373,0.000444926,1.448338985,1.800000000,2.529822069,0.799999999
4.499999787,-661.531982213,137.565454159,4.090749726,0.461471525,0.000452304,1.447765255,1.800000000,2.683281509,0.799999997
4.999999760,-661.084283114,137.788087242,4.096532065,0.461699226,0.000455402,1.447146702,1.800000000,2.828427057,0.800000003
5.499999732,-660.636634721,138.010822260,4.102316259,0.461930933,0.000463413,1.446482754,1.800000000,2.966479323,0.800000002
5.999999704,-660.189037950,138.233660995,4.108089796,0.462166655,0.000471444,1.445771503,1.800000000,3.000000000,0.200000437
6.499999674,-659.741493720,138.456605232,4.113866745,0.462405868,0.000478426,1.445011044,1.800000000,3.000000000,0.000000000
6.999999643,-659.294002835,138.679656520,4.119675326,0.462646604,0.000481472,1.444199753,1.800000000,3.000000000,0.000000000
7.499999612,-658.846565660,138.902815529,4.125446894,0.462893338,0.000493467,1.443336964,1.800000000,3.000000000,0.000000000
7.999999580,-658.399183560,139.126084929,4.131238154,0.463142443,0.000498211,1.442419815,1.800000000,3.000000000,0.000000000
8.499999548,-657.951857092,139.349465766,4.137019122,0.463394529,0.000504172,1.441447163,1.800000000,3.000000000,0.000000000
8.999999513,-657.504586951,139.572959361,4.142795502,0.463649959,0.000510861,1.440417767,1.800000000,3.000000000,0.000000000
9.499999478,-657.057373913,139.796567194,4.148576653,0.463910719,0.000521520,1.439330006,1.800000000,3.000000000,0.000000000
9.999999443,-656.610219198,140.020291634,4.154379049,0.464172267,0.000523096,1.438181305,1.800000000,3.000000000,0.000000000
10.499999406,-656.163123014,140.244133019,4.160161170,0.464438690,0.000532845,1.436971474,1.800000000,3.000000000,0.000000000
10.999999368,-655.716086483,140.468093512,4.165967064,0.464709761,0.000542142,1.435698032,1.800000000,3.000000000,0.000000000
11.499999329,-655.269110680,140.692175175,4.171728086,0.464984643,0.000549764,1.434358883,1.800000000,3.000000000,0.000000000
11.999999288,-654.822196490,140.916379695,4.177435665,0.465261170,0.000553053,1.432952213,1.800000000,3.000000000,0.000000000
12.499999247,-654.375344316,141.140707789,4.183176562,0.465543920,0.000565501,1.431477356,1.800000000,3.000000000,0.000000000
12.999999206,-653.928555590,141.365162221,4.188902145,0.465831053,0.000574266,1.429931259,1.800000000,3.000000000,0.000000000
13.499999162,-653.481831332,141.589744932,4.194615352,0.466118657,0.000575207,1.428311825,1.800000000,3.000000000,0.000000000
13.999999117,-653.035171684,141.814456111,4.200352076,0.466411342,0.000585370,1.426618958,1.800000000,3.000000000,0.000000000
14.499999071,-652.588577826,142.039298012,4.206079114,0.466708202,0.000593720,1.424850273,1.800000000,3.000000000,0.000000000
14.999999025,-652.142050735,142.264272478,4.211770410,0.467008508,0.000600613,1.423003674,1.800000000,3.000000000,0.000000000
15.499998978,-651.695591226,142.489381028,4.217468036,0.467311254,0.000605493,1.421077728,1.800000000,3.000000000,0.000000000
15.999998928,-651.249199890,142.714624731,4.223157792,0.467619896,0.000617284,1.419071293,1.800000000,3.000000000,0.000000000
16.499998878,-650.802878096,142.940006198,4.228845218,0.467928842,0.000617891,1.416981411,1.800000000,3.000000000,0.000000000
16.999998827,-650.356625954,143.165525543,4.234526032,0.468244408,0.000631134,1.414808178,1.800000000,3.000000000,0.000000000
17.499998775,-649.910445002,143.391185699,4.240207108,0.468562419,0.000636021,1.412548256,1.800000000,3.000000000,0.000000000
17.999998721,-649.464335836,143.616987733,4.245897556,0.468880308,0.000635777,1.410200691,1.800000000,3.000000000,0.000000000
18.499998667,-649.018298473,143.842931569,4.251536838,0.469204123,0.000647632,1.407765579,1.800000000,3.000000000,0.000000000
18.999998611,-648.572334299,144.069019825,4.257189252,0.469531092,0.000653938,1.405240059,1.800000000,3.000000000,0.000000000
19.499998555,-648.126444073,144.295253886,4.262874307,0.469857572,0.000652960,1.402622700,1.800000000,3.000000000,0.000000000
19.999998499,-647.680627732,144.521633509,4.268531844,0.470186131,0.000657116,1.399913788,1.800000000,3.000000000,0.000000000
20.499998441,-647.234885795,144.748159596,4.274171920,0.470522045,0.000671829,1.397112560,1.800000000,3.000000000,0.000000000
20.999998383,-646.789219977,144.974835400,4.279844933,0.470853384,0.000662678,1.394215202,1.800000000,3.000000000,0.000000000
21.499998324,-646.343629291,145.201658859,4.285484337,0.471188767,0.000670766,1.391224384,1.800000000,3.000000000,0.000000000
21.999998264,-645.898114703,145.428631747,4.291133230,0.471524058,0.000670583,1.388137913,1.800000000,3.000000000,0.000000000
22.499998205,-645.452676242,145.655754001,4.296790359,0.471861839,0.000675561,1.384956169,1.800000000,3.000000000,0.000000000
22.999998146,-645.007314523,145.883026702,4.302424144,0.472197777,0.000671878,1.381677914,1.800000000,3.000000000,0.000000000
