index,s,x,y,yaw,center_on_road,left_road_extent,right_road_extent
178,88.999994911,-98.736954347,2.729019835,0.016341628,1,10,2.82939758301
179,89.499994559,-98.237021459,2.73719028,0.017190463,1,10,2.83760948181
180,89.999994186,-97.737095708,2.745785081,0.018084101,1,10,2.84625043869
181,90.499993752,-97.237177899,2.754826631,0.019040477,1,10,2.85534420013
182,90.999993226,-96.737269056,2.764346284,0.020086139,1,10,2.86492414474
183,91.499992592,-96.23737055,2.774388666,0.021227115,1,10,2.87503633499
184,91.999991856,-95.737483929,2.78500141,0.022431815,1,10,2.88572740555
185,92.499991041,-95.237610536,2.796216359,0.02369506,1,10,2.89702959061
186,92.999990158,-94.737751776,2.80806276,0.025008787,1,10,2.9089723587
187,93.499989226,-94.237909059,2.820565826,0.026347571,1,10,2.9215798378
188,93.999988257,-93.738083566,2.833738062,0.027694222,1,10,2.93486337662
189,94.499987274,-93.238276279,2.847583376,0.029032054,1,10,2.94882593155
190,94.999986334,-92.738487919,2.862097337,0.030319873,1,10,2.96345930099
191,95.499985488,-92.238718571,2.877254925,0.031512242,1,10,2.97873373032
192,95.999984788,-91.738967506,2.893008416,0.032555969,1,10,2.99459524155
193,96.499984278,-91.239232964,2.909283509,0.033393362,1,10,3.0109621048
194,96.999983974,-90.739512022,2.925977077,0.033966454,1,10,3.02772340775
195,97.499983847,-90.23980055,2.942957034,0.034200832,1,10,3.04473752975
196,97.999983808,-89.740092985,2.960054115,0.034003519,1,10,3.06182403564
197,98.499983668,-89.240382158,2.977052593,0.033280982,1,10,3.07875747681
198,98.999983084,-88.740659621,2.993689993,0.031937233,1,10,3.09526834488
199,99.499981537,-88.240916143,3.009655846,0.029892521,1,10,3.11104564667
200,99.999978378,-87.741142675,3.024599786,0.027054811,1,10,3.12574367523
201,100.49997279,-87.24133124,3.03812539,0.023319936,1,9.57630529404,3.13897886276
202,100.999963606,-86.74147637,3.049784087,0.018679039,1,9.11519861221,3.15033359528
203,101.499949781,-86.241577417,3.059122805,0.013108946,1,8.68896188736,3.15939426422
204,101.999930377,-85.74163978,3.065676836,0.006612802,1,8.30155534744,3.16574602127
205,102.499904787,-85.241676301,3.068983044,-0.000954058,1,7.95533342361,3.16898441315
206,102.9998712,-84.741710116,3.068506047,-0.009782267,1,7.65222034454,3.16865758896
207,103.499825179,-84.241780057,3.063615442,-0.020055376,1,7.39411497116,3.16425170898
208,103.999761555,-83.741944219,3.053589702,-0.032028078,1,7.18275279999,3.15520782471
209,104.499673783,-83.242288374,3.037581212,-0.045894895,1,7.02029209137,3.14088850021
210,104.999557705,-82.742930823,3.014647145,-0.061747919,1,6.3675122261,3.12059431076
211,105.499409305,-82.244031838,2.983801959,-0.079606691,1,5.9349937439,3.09359912872
212,105.999222868,-81.745801155,2.944055466,-0.09956185,1,5.98558626175,3.0592051506
213,106.498992921,-81.248506057,2.8943796,-0.121619477,1,6.05031118393,3.01666221619
214,106.99871204,-80.752478132,2.833753736,-0.14573824,1,6.13124370575,2.96518774033
215,107.498378179,-80.25810897,2.761190779,-0.172060164,1,6.23081254959,2.90407190323
216,107.997984158,-79.765880107,2.675652013,-0.200542509,1,7.46862182617,2.83241739273
217,108.49752289,-79.276352804,2.5761434,-0.230897695,1,7.89886512756,2.74910078049
218,108.996997989,-78.790133101,2.46183778,-0.263421678,1,8.52967977524,2.65336647034
219,109.496398808,-78.307959275,2.331800941,-0.298030307,1,9.48065128326,2.54394636154
220,109.995726404,-77.830643678,2.185179427,-0.334336582,1,10,2.41913099289
221,110.494985735,-77.359029228,2.021351192,-0.372482089,1,10,3.37369089127
222,110.994170661,-76.894074953,1.839683603,-0.41256031,1,10,3.32693767548
223,111.493293507,-76.436829884,1.639557237,-0.454343557,1,10,3.28715867996
224,111.992338893,-75.988412993,1.42053991,-0.497672665,1,10,3.25178842545
225,112.491310885,-75.549968316,1.182339755,-0.542679046,1,10,3.21898708344
226,112.990218642,-75.122739529,0.924687832,-0.588898865,1,10,3.18699846268
227,113.489071813,-74.707916776,0.64760198,-0.636202084,1,10,3.1547287941
228,113.987885884,-74.306691655,0.351234168,-0.68463592,1,10,3.12144918442
229,114.486638316,-73.920333413,0.03582761,-0.733328199,1,10,3.08621444702
230,114.985365769,-73.549803451,-0.297993629,-0.782158941,1,10,3.04897212982
231,115.484088997,-73.196012412,-0.649500044,-0.830978507,1,10,3.00989780426
232,115.982832709,-72.85978266,-1.017867855,-0.879990275,1,10,2.96958904266
233,116.481592553,-72.541993517,-1.402278367,-0.927979629,1,10,2.92814006805
234,116.980361618,-72.243005238,-1.801498343,-0.975583345,1,10,2.88735284805
235,117.479178522,-71.963326021,-2.214533257,-1.022615962,1,10,2.84865751266
236,117.978046069,-71.703348642,-2.640303842,-1.068361139,1,10,2.81378822327
237,118.476987261,-71.463077926,-3.077582124,-1.111936512,1,10,2.78539247513
238,118.976012324,-71.242046675,-3.524987086,-1.154273373,1,10,2.76770420074
239,119.475114323,-71.04011842,-3.981416473,-1.194991351,1,10,2.76467542648
240,119.974291906,-70.856909542,-4.44575769,-1.233963509,1,10,2.78120317459
241,120.473515714,-70.691916298,-4.91692819,-1.27058569,1,9.42695245743,2.3098487854
242,120.972822895,-70.544260465,-5.393903468,-1.305751149,1,8.13886461258,1.92288532257
243,121.47222189,-70.413441466,-5.875863784,-1.338802527,1,7.34786567688,2.04124355316
244,121.971692382,-70.298604027,-6.36195342,-1.369552396,1,6.82424039841,2.14467830658
245,122.471232032,-70.19875189,-6.851411705,-1.39767365,1,5.48067884445,2.23465242386
246,122.970825134,-70.112692391,-7.34353672,-1.42403804,1,5.37042264938,2.31216259003
247,123.470494675,-70.039624694,-7.837834973,-1.44816189,1,5.27927293777,2.37823629379
248,123.970223143,-69.97849427,-8.333810388,-1.470028773,1,5.20489740372,2.433852005
249,124.469993481,-69.92821882,-8.831045513,-1.489523211,1,5.14520225525,2.47996711731
250,124.969808758,-69.88764198,-9.329210979,-1.507324191,1,5.09790744781,2.51742725372
251,125.469659245,-69.855936701,-9.828054927,-1.523394514,1,5.06162214279,2.54692411423
252,125.969541171,-69.832250263,-10.327375357,-1.537485061,1,5.0350435257,2.56917495728
253,126.469448286,-69.815600804,-10.82700514,-1.549907398,1,5.01669521332,2.58496313095
254,126.969373058,-69.805158671,-11.326820845,-1.561221243,1,5.00538806915,2.59496021271
255,127.469316911,-69.80037174,-11.82674178,-1.570832518,1,5.00037174225,2.59962825775
256,127.96927393,-69.800389834,-12.326698799,-1.579313705,1,5.00057115555,2.59970445633
257,128.469240482,-69.804648186,-12.826647217,-1.586794679,1,5.00528869629,2.59568395615
258,128.969215705,-69.812646624,-13.326558457,-1.593100693,1,5.01389369965,2.58799705505
259,129.469197482,-69.823797476,-13.826415873,-1.598539251,1,5.02573137283,2.57719421387
260,129.969183823,-69.83766678,-14.326209814,-1.603302696,1,5.04032945633,2.56368751526
261,130.469174291,-69.853916793,-14.825936144,-1.607202167,1,5.05726776123,2.54777135849
262,130.969167423,-69.872115442,-15.325597971,-1.610488396,1,5.07611351013,2.52987709045
263,131.469162424,-69.891956068,-15.825199162,-1.613281531,1,5.0965549469,2.51030912399
264,131.969159223,-69.913192144,-16.324744784,-1.615615713,1,5.11833200455,2.4893075943
265,132.469156924,-69.935594232,-16.824240377,-1.61756092,1,5.14121484756,2.46710290909
266,132.969155185,-69.958967926,-17.323692007,-1.619224228,1,5.16502332687,2.44389724731
267,133.469153927,-69.983172352,-17.82310455,-1.620598419,1,5.18960676193,2.41982784271
268,133.969153017,-70.00806306,-18.322483707,-1.621742461,1,5.21482915878,2.39504442215
269,134.469152507,-70.033525084,-18.821834461,-1.622569395,1,5.24054698944,2.36964998245
270,134.969152239,-70.059400041,-19.321164231,-1.623119441,1,5.26660757065,2.34380750656
271,135.469152132,-70.085549657,-19.820479853,-1.623421368,1,5.29287691116,2.31765880585
272,135.969152107,-70.111850033,-20.319787639,-1.623463139,1,5.31922550201,2.29132699966
273,136.469152093,-70.138171266,-20.819094337,-1.623326508,1,5.34554481506,2.26495294571
274,136.969152052,-70.164424276,-21.3184046,-1.623001373,1,5.37174253464,2.23862552643
275,137.469151959,-70.19051494,-21.81772332,-1.622535062,1,5.39773788452,2.21244564056
276,137.969151802,-70.216372759,-22.317054088,-1.62195884,1,5.42346944809,2.18648824692
277,138.46915159,-70.241942846,-22.816399619,-1.62127598,1,5.44888372421,2.16080961227
278,138.969151297,-70.26717194,-23.315762413,-1.62051083,1,5.47393503189,2.13546638489
279,139.469150956,-70.292018937,-23.815144316,-1.61966204,1,5.4985824585,2.11050033569
280,139.969150543,-70.316442051,-24.314547057,-1.618732836,1,5.52278623581,2.08595409393
281,140.469150041,-70.340401103,-24.813972189,-1.617741467,1,5.54651174545,2.06187047958
282,140.969149491,-70.363865026,-25.313420779,-1.616674537,1,5.56972551346,2.03827962875
283,141.469148832,-70.386796055,-25.812894011,-1.615554732,1,5.59239673615,2.01522216797
284,141.969148138,-70.409167755,-26.312392572,-1.614370968,1,5.61449708939,1.99272375107
285,142.469147369,-70.430948148,-26.811917192,-1.613120163,1,5.63599529266,1.97081670761
286,142.969146488,-70.452103711,-27.311468552,-1.61181803,1,5.65686264038,1.94953632355
287,143.469145567,-70.472608773,-27.811046996,-1.610471557,1,5.67707633972,1.92890911102
288,143.969144537,-70.492441143,-28.310652486,-1.609056857,1,5.69661016464,1.90895586014
289,144.469143479,-70.511566701,-28.810285507,-1.607605287,1,5.7154381752,1.88971328735
290,144.969142352,-70.529966984,-29.309945694,-1.606114675,1,5.73354253769,1.87119989395
291,145.469141109,-70.547622443,-29.809632638,-1.604578017,1,5.75090351105,1.85343494415
292,145.969139839,-70.564510033,-30.309346095,-1.602972278,1,5.7674952507,1.83644046783
293,146.469138424,-70.580595187,-30.80908588,-1.601327587,1,5.7832903862,1.82025308609
294,146.969136944,-70.5958584,-31.30885138,-1.599596997,1,5.7982629776,1.80489006042
295,147.469135317,-70.610256698,-31.808642399,-1.597786913,1,5.81237363815,1.79039535522
296,147.969133473,-70.623750303,-32.308458443,-1.595907618,1,5.82558689117,1.77680978775
297,148.469131553,-70.636304581,-32.808298887,-1.593914725,1,5.83786449432,1.76416683197
298,148.969129311,-70.647862698,-33.308163037,-1.591845957,1,5.84915847778,1.75252552032
299,149.469126961,-70.658386687,-33.80804992,-1.58964537,1,5.85942745209,1.74192266464
300,149.969124298,-70.6678106,-34.307958438,-1.587293923,1,5.8686091423,1.73242511749
301,150.469121127,-70.676058971,-34.807887226,-1.584825353,1,5.8766371727,1.72411060333
302,150.969117744,-70.683073207,-35.307834642,-1.582230868,1,5.88345775604,1.71703901291
303,151.46911384,-70.688790308,-35.807798051,-1.579388272,1,5.88900766373,1.71127281189
304,151.969109515,-70.693086191,-36.307775271,-1.576376744,1,5.89317789078,1.70694036484
305,152.469104479,-70.695876357,-36.80776245,-1.57317416,1,5.89589300156,1.70412845612
306,152.969098427,-70.697065258,-37.307754984,-1.569739155,1,5.89706850052,1.70293560028
307,153.469091798,-70.69653668,-37.807748076,-1.565982852,1,5.89660491943,1.70348300934
308,153.969083994,-70.694129989,-38.307734479,-1.562041198,1,5.89435586929,1.70593538284
309,154.469075199,-70.689752558,-38.807706522,-1.557742729,1,5.89025430679,1.7103931427
310,154.969064793,-70.68322608,-39.307653518,-1.55307988,1,5.88414945602,1.71704330444
311,155.469052147,-70.674368544,-39.807562408,-1.548129135,1,5.87587795258,1.72607479095
312,155.969038355,-70.663036231,-40.307420175,-1.542733017,1,5.86534566879,1.73764791489
313,156.469021576,-70.649006889,-40.807206528,-1.53701796,1,5.85234518051,1.75199241638
314,156.969003297,-70.632121535,-41.306903042,-1.530818465,1,5.83678512573,1.76929206848
315,157.468981878,-70.612138784,-41.806482136,-1.524130502,1,5.81847305298,1.78980960846
316,157.968955783,-70.588815556,-42.305911743,-1.517031575,1,5.79719228745,1.81380529404
317,158.468927654,-70.561947641,-42.805161167,-1.509373704,1,5.77283382416,1.84152498245
318,158.968893832,-70.531257713,-43.304184521,-1.501189994,1,5.74516983032,1.87327842712
319,159.468857257,-70.496485187,-43.802937263,-1.492436996,1,5.71401872635,1.90937376022
320,159.968814863,-70.457348923,-44.301360738,-1.483101802,1,5.67917222977,1.95014486313
321,160.468764009,-70.413562293,-44.799388728,-1.473263117,1,5.64036865234,1.99592351913
322,160.968710503,-70.364878179,-45.296959179,-1.462690279,1,5.59755535126,2.04707212448
323,161.46864699,-70.310937232,-45.793977153,-1.451679155,1,5.55026674271,2.09980382919
324,161.968580048,-70.251527346,-46.290367652,-1.43990992,1,5.49855871201,2.14701938629
325,162.468503521,-70.186280825,-46.786015077,-1.42752698,1,5.44724493027,2.18889198303
